customer_id,first_name,last_name,email,city,state,country,join_date,is_loyal_customer
123,Christopher,Atkinson,catkinson@example.com,Port Sarah,Idaho,Argentina,2021-07-01,False
124,Carol,Maddox,carol99@yahoo.com,Port Kellyhaven,Idaho,Ukraine,2022-07-13,False
125,Mark,Boone,mark_boone@miller-ramos.com,Nicholasport,Hawaii,Hungary,2024-04-30,False
126,Jaime,Hardy,jhardy@example.com,South Bryanborough,New Jersey,Comoros,2023-04-26,True
127,Cindy,Palmer,cindy_palmer@roberts-taylor.com,East Jeffreyview,Wisconsin,Indonesia,2022-12-02,True
128,Ryan,Krueger,ryan.krueger@gmail.com,Jamesland,Iowa,Ethiopia,2021-12-18,False
129,Jose,Evans,jevans@example.org,Kaiserport,North Dakota,Poland,2021-03-14,True
130,Mark,Goodman,mark22@hotmail.com,Rebeccaland,Missouri,United States Minor Outlying Islands,2022-07-15,False
131,Eric,Huber,ehuber@example.org,Eddiefurt,Missouri,Cape Verde,2022-05-04,True
132,Angela,Webb,angela_webb@jenkins.org,Christopherside,Colorado,British Virgin Islands,2025-01-11,False
133,Louis,Bowers,louis_bowers@wright-oliver.info,Samuelville,Mississippi,Botswana,2021-10-23,False
134,Daniel,Phillips,daniel_phillips@miller-daugherty.com,East Tammie,Wisconsin,Niue,2024-06-26,False
135,Sophia,Green,sophia.green@hotmail.com,Jacobstad,Alabama,Greenland,2024-03-12,True
136,Virginia,Moore,vmoore@example.net,Richardburgh,South Carolina,Iran,2024-10-21,False
137,Joseph,Jones,joseph_jones@reynolds.info,Beltranshire,Idaho,Andorra,2020-11-23,False
138,Sonya,Chapman,sonya_chapman@kelley-douglas.com,Michaelhaven,Ohio,Namibia,2023-01-17,False
139,Dakota,Moore,dmoore@example.net,West Angelaburgh,Michigan,Bahamas,2022-03-14,False
140,Mark,Stafford,mark.stafford@gmail.com,Lake Dontown,Minnesota,Ethiopia,2021-12-01,True
141,Jessica,Campbell,jcampbell@example.net,North Lauren,Utah,Benin,2023-12-30,False
142,Keith,Todd,ktodd@example.org,Mcgeefort,West Virginia,Georgia,2024-09-27,True
143,Karen,Taylor,karen_taylor@lopez.org,Curryland,Oregon,Bhutan,2023-09-16,False
144,Ryan,Espinoza,ryan_espinoza@morris.com,North Mike,Hawaii,Saint Kitts and Nevis,2021-12-07,True
145,Robert,Wells,robert.wells@gmail.com,New Rebeccaberg,Alaska,Slovakia (Slovak Republic),2021-07-16,True
146,Craig,Graves,craig.graves@hotmail.com,Shellyberg,Nevada,Reunion,2020-12-26,False
147,John,Anderson,john_anderson@lee.com,Port Tammyside,Utah,Cook Islands,2025-01-04,False
148,Timothy,Chung,timothy_chung@hayden-bell.com,Wilsonport,Idaho,Seychelles,2022-05-15,True
149,Nicholas,Gross,nicholas46@gmail.com,West Abigail,Tennessee,Denmark,2023-08-26,False
150,Natasha,Smith,natasha.smith@hotmail.com,Alexiston,North Carolina,Colombia,2023-02-14,True
151,Nicole,Fleming,nicole_fleming@strickland.com,Jasmineland,Pennsylvania,Portugal,2023-06-07,True
152,Patrick,Carlson,pcarlson@example.com,Vasquezmouth,North Dakota,Syrian Arab Republic,2022-10-31,False
153,Taylor,Woods,twoods@example.org,North Sarahport,North Dakota,Singapore,2022-03-15,False
154,Stephanie,Tucker,stucker@example.com,Lake Heatherview,South Carolina,Saint Kitts and Nevis,2023-06-04,True
155,John,Gray,john77@gmail.com,Trujillotown,North Carolina,Bangladesh,2024-11-21,True
156,Catherine,Collins,ccollins@example.com,Gonzalezchester,Minnesota,Dominica,2022-04-10,False
157,Troy,Brown,tbrown@example.org,North Heather,Vermont,Comoros,2020-08-28,False
158,Eric,Gonzalez,eric74@gmail.com,East Timothyshire,Pennsylvania,Guinea,2020-12-21,False
159,Angela,Moss,amoss@example.com,Millerhaven,Nevada,Holy See (Vatican City State),2022-02-11,False
160,Judith,Morgan,judith96@yahoo.com,South Joshuaton,Maine,Isle of Man,2025-01-12,False
161,Maria,Rodriguez,maria_rodriguez@brown-erickson.biz,Crystalport,Texas,New Caledonia,2021-12-14,True
162,Vickie,Martin,vickie.martin@gmail.com,South Trevorburgh,Oklahoma,Azerbaijan,2024-11-27,False
163,Mark,Johnston,mjohnston@example.com,Port Derek,Tennessee,Uganda,2022-11-13,True
164,Jasmine,Rodriguez,jasmine.rodriguez@gmail.com,West Hannah,New York,United Arab Emirates,2021-02-13,False
165,Mary,Luna,mary55@hotmail.com,East Crystal,Vermont,Myanmar,2022-03-19,False
166,Rachel,Jackson,rjackson@example.net,Herreraland,Nevada,Saint Barthelemy,2021-07-06,True
167,Michael,Allen,michael20@yahoo.com,Port Maryview,Arizona,Azerbaijan,2021-10-30,False
168,Nicolas,Smith,nicolas59@gmail.com,Port Theresachester,Rhode Island,Nicaragua,2021-05-17,False
169,Jennifer,Lopez,jlopez@example.com,Port Christopherville,Alabama,Dominica,2023-10-19,False
170,Kimberly,Gonzalez,kimberly.gonzalez@hotmail.com,Washingtonstad,South Dakota,Namibia,2021-10-08,False
171,Amanda,Hopkins,amanda47@yahoo.com,New Meagan,Kentucky,Libyan Arab Jamahiriya,2020-11-28,False
172,Kelly,Wright,kelly93@hotmail.com,Lake Paige,Utah,Ukraine,2024-04-23,True
173,Tristan,Sullivan,tristan_sullivan@adams.com,Ashleymouth,North Carolina,Ethiopia,2023-06-07,False
174,Suzanne,Evans,suzanne22@gmail.com,Brianmouth,Iowa,Paraguay,2023-04-19,True
175,William,Parker,william28@yahoo.com,Smithmouth,Oregon,Sierra Leone,2022-12-16,False
176,Timothy,Velasquez,timothy_velasquez@frazier.com,East Scottfort,New Hampshire,Netherlands,2021-03-30,True
177,Christopher,Perez,christopher97@gmail.com,Port Rachelburgh,Utah,Lithuania,2023-01-31,True
178,Patricia,Bennett,pbennett@example.net,North Coreyport,Nevada,Romania,2022-04-19,True
179,Cristina,Small,cristina17@hotmail.com,Turnerville,South Carolina,Canada,2020-08-26,True
180,Stephanie,Wong,stephanie.wong@gmail.com,Stephaniefort,South Dakota,Guinea-Bissau,2024-12-30,False
181,John,Evans,john35@yahoo.com,Baxterport,Pennsylvania,Russian Federation,2024-08-11,True
182,Ashlee,Hines,ashlee89@hotmail.com,Laurenport,Ohio,Anguilla,2021-09-07,True
183,Sarah,Daniel,sarah47@gmail.com,Port Sethville,Oklahoma,British Virgin Islands,2023-07-31,True
184,Jerome,Riggs,jriggs@example.net,Ericaside,Kansas,Saint Vincent and the Grenadines,2023-06-17,True
185,Christian,Hill,chill@example.com,Spencershire,Alaska,Moldova,2024-02-14,False
186,Jennifer,Perry,jperry@example.org,Hartton,Maine,Singapore,2023-08-13,False
187,Bobby,Peterson,bpeterson@example.com,Gregoryton,Idaho,Honduras,2024-12-13,True
188,James,Andrade,james35@gmail.com,Washingtonhaven,Montana,Liechtenstein,2023-11-22,True
189,Jose,Luna,jose.luna@yahoo.com,Tomview,Kansas,Tokelau,2023-02-27,True
190,Victoria,Velez,victoria.velez@hotmail.com,Heatherburgh,New York,Cocos (Keeling) Islands,2021-12-05,False
191,Anthony,Franklin,afranklin@example.org,North Elizabethville,Michigan,Nicaragua,2024-04-30,False
192,Debra,Stone,dstone@example.com,Port Erin,Delaware,Tokelau,2022-10-26,False
193,Jennifer,French,jennifer.french@yahoo.com,Richardhaven,Tennessee,Guatemala,2024-08-12,False
194,Cynthia,Hooper,cynthia.hooper@hotmail.com,Thomasborough,Mississippi,San Marino,2023-04-19,True
195,Mark,Holmes,mark.holmes@hotmail.com,Garciamouth,South Dakota,Paraguay,2024-05-31,False
196,Timothy,Austin,taustin@example.com,Lake Robert,Georgia,Bhutan,2021-03-18,False
197,Tiffany,Johnson,tiffany.johnson@hotmail.com,North Tracyville,South Dakota,Japan,2023-02-15,False
198,Elizabeth,Logan,elizabeth.logan@yahoo.com,Loribury,Alaska,Nicaragua,2023-01-21,False
199,Patricia,Russell,patricia_russell@lucas.biz,South Connie,New Mexico,Falkland Islands (Malvinas),2022-04-03,False
200,Heather,Hanna,heather.hanna@hotmail.com,Mezaborough,Minnesota,Senegal,2023-03-17,False
201,David,Love,david_love@green-jones.info,Lake Nathanland,Minnesota,Venezuela,2024-07-16,False
202,Peter,Clark,peter.clark@gmail.com,Lake Amandaside,Rhode Island,Heard Island and McDonald Islands,2024-08-19,True
203,William,Williams,william_williams@barker.biz,West Samanthaberg,North Carolina,South Georgia and the South Sandwich Islands,2023-09-10,False
204,Gary,Brown,gary.brown@gmail.com,Nicholasmouth,Delaware,Philippines,2024-05-28,True
205,Robin,Collins,robin50@gmail.com,Paulmouth,Wyoming,Bulgaria,2023-04-04,False
206,Justin,Butler,jbutler@example.com,North Joseph,Colorado,Botswana,2023-07-24,False
207,Michele,Wang,michele44@gmail.com,Orozcochester,Ohio,British Indian Ocean Territory (Chagos Archipelago),2023-12-22,True
208,Lauren,Mclean,lauren11@yahoo.com,Tanyahaven,Kentucky,Maldives,2024-08-09,True
209,Elizabeth,Cox,elizabeth91@gmail.com,Port Katie,Montana,Falkland Islands (Malvinas),2022-05-29,False
210,Sherry,Bradford,sherry51@yahoo.com,New Anthonyland,Oregon,Zimbabwe,2022-05-01,False
211,Michael,Schwartz,michael32@yahoo.com,New Mariaburgh,Rhode Island,Cayman Islands,2024-10-21,True
212,Michele,Edwards,medwards@example.com,Johnstonside,Illinois,Reunion,2022-10-19,False
213,Randy,Mason,randy47@gmail.com,North Kevinton,Washington,Colombia,2021-01-26,True
214,Tracy,Jacobs,tjacobs@example.com,South Eileenfurt,Arizona,Palau,2022-12-11,False
215,Amanda,Hughes,amanda_hughes@stokes.biz,South Ashleyview,Washington,Mongolia,2023-05-01,False
216,Peter,Leon,pleon@example.org,West Travisfurt,Vermont,Marshall Islands,2023-08-27,False
217,Jennifer,Rios,jennifer76@gmail.com,West Ruthland,New Jersey,Reunion,2022-08-15,True
218,Cassidy,Barton,cbarton@example.org,Lake Phillipland,Nebraska,Germany,2024-05-14,True
219,John,Neal,john_neal@jones.biz,Cannonland,Alabama,Congo,2024-03-01,False
220,Robert,Martin,rmartin@example.com,South David,Idaho,New Caledonia,2024-07-07,False
221,Kelly,Leon,kelly80@yahoo.com,Wongborough,Tennessee,New Zealand,2023-11-24,True
222,Jeff,Young,jeff.young@gmail.com,Benjaminstad,Louisiana,Saint Lucia,2024-07-21,True
223,Kelsey,Sawyer,ksawyer@example.org,New Alice,Arkansas,Oman,2022-08-16,True
224,Gina,Scott,gina32@yahoo.com,Richardstad,Virginia,Heard Island and McDonald Islands,2023-04-13,True
225,Sandra,Paul,spaul@example.org,Port Jacqueline,Idaho,Saint Pierre and Miquelon,2023-09-13,False
226,Michelle,Sutton,michelle11@yahoo.com,South Katrina,Nevada,Venezuela,2022-12-04,False
227,Danny,Kennedy,danny_kennedy@blevins-nunez.com,Lake Leahchester,Pennsylvania,Nauru,2022-05-02,True
228,Kevin,Ferguson,kevin.ferguson@hotmail.com,Lake Taylorstad,Maryland,Nauru,2024-12-10,True
229,Arthur,Smith,arthur.smith@gmail.com,Smithburgh,California,Mayotte,2023-01-20,True
230,James,Mann,james.mann@gmail.com,Port Edward,Oregon,Nigeria,2021-10-26,False
231,Monica,Cobb,mcobb@example.net,Wuburgh,Oklahoma,Sudan,2023-06-16,False
232,Joshua,Hall,joshua_hall@diaz-james.biz,South Noah,Oregon,Slovakia (Slovak Republic),2023-06-17,False
233,Kayla,Smith,kayla_smith@white-chapman.com,Jasonmouth,Nebraska,Gibraltar,2024-02-17,True
234,Carrie,Norman,carrie38@yahoo.com,Michellemouth,Massachusetts,Estonia,2024-11-20,True
235,John,Miller,jmiller@example.com,West Jessicafurt,Montana,Namibia,2021-09-15,True
236,Norman,Montgomery,nmontgomery@example.net,Larsenstad,West Virginia,Dominica,2024-12-20,False
237,Patrick,Martinez,patrick27@yahoo.com,Wallaceville,New York,Antarctica (the territory South of 60 deg S),2024-07-22,False
238,Ryan,Larson,ryan_larson@cortez-jones.com,Scottborough,Mississippi,Niger,2020-09-07,True
239,Susan,Oliver,susan.oliver@gmail.com,East Adam,Minnesota,Papua New Guinea,2021-01-22,False
240,Anthony,Ramos,anthony59@gmail.com,Woodland,Georgia,Qatar,2023-07-20,False
241,Ashley,Cooper,ashley93@hotmail.com,Lake Charlesville,Pennsylvania,Barbados,2023-01-18,True
242,Albert,Shelton,albert_shelton@becker.com,Jasminestad,Mississippi,Martinique,2024-06-08,False
243,Heather,Salazar,hsalazar@example.net,Christensenside,Oregon,Nepal,2023-11-02,False
244,Theodore,Davis,theodore66@yahoo.com,Gonzalezchester,Mississippi,Bermuda,2023-11-15,False
245,Cathy,Baker,cbaker@example.com,Susanfurt,Virginia,Slovakia (Slovak Republic),2024-09-06,False
246,Jonathan,Dickson,jonathan.dickson@gmail.com,South Bradleyport,Iowa,Comoros,2021-04-26,True
247,Reginald,French,reginald.french@hotmail.com,Martinland,Maryland,British Virgin Islands,2022-11-11,False
248,Elizabeth,Rice,elizabeth45@gmail.com,New Omar,Nebraska,Hong Kong,2022-11-20,True
249,Daniel,Howard,daniel.howard@yahoo.com,Port Timothyside,South Carolina,Iran,2022-01-02,False
250,Brian,Porter,brian.porter@hotmail.com,Joycemouth,Arkansas,Kiribati,2023-12-05,True
251,Ashley,Ryan,ashley_ryan@potter-campbell.com,South Philip,North Dakota,Saint Lucia,2022-01-08,True
252,Lauren,Nicholson,lnicholson@example.com,Smithfurt,Ohio,Solomon Islands,2021-12-19,False
253,Christopher,Wade,christopher54@hotmail.com,East Danaberg,South Dakota,Jordan,2023-06-18,False
254,Cynthia,Bass,cynthia_bass@cole.com,West Hectorbury,Michigan,Norway,2023-04-14,False
255,Mark,Gardner,mark30@hotmail.com,Claytonside,Indiana,Japan,2021-10-11,True
256,Alyssa,Hess,alyssa_hess@moore-sims.com,East Sarahton,Alaska,Reunion,2023-10-23,True
257,Anthony,Conner,anthony.conner@yahoo.com,North Melissaside,Colorado,Djibouti,2023-12-19,True
258,Steven,Romero,steven_romero@shea-jones.com,East Isaiah,Maine,Cape Verde,2023-01-04,True
259,Robert,Taylor,rtaylor@example.org,Port Evan,Arizona,Guyana,2022-02-26,False
260,Cynthia,Pena,cynthia_pena@robertson.com,Grossview,West Virginia,Sudan,2022-06-15,True
261,Howard,Thornton,hthornton@example.com,Jefferyport,Connecticut,El Salvador,2021-10-06,True
262,Kevin,Cline,kevin.cline@yahoo.com,Port Joshualand,California,New Zealand,2024-05-27,False
263,Timothy,Yoder,timothy_yoder@park.biz,East Vincentside,Oklahoma,Albania,2020-11-15,False
264,Kendra,Hanna,kendra.hanna@gmail.com,South Anthony,Minnesota,Rwanda,2023-05-17,False
265,James,Marshall,james72@gmail.com,North Lindseyview,Montana,Nepal,2022-05-01,False
266,Edward,Mitchell,edward_mitchell@aguilar.com,Aprilland,Wisconsin,Bhutan,2024-03-22,False
267,Katherine,Cole,katherine.cole@yahoo.com,Gomezville,Georgia,Slovakia (Slovak Republic),2023-03-14,True
268,Omar,Smith,omar.smith@hotmail.com,New Jenniferburgh,Wisconsin,Western Sahara,2025-01-14,False
